time,date,hour,precip [mm/day],sub710 [m3/s],sub710 (observed) [m3/s],sub685 [m3/s],sub685 (observed) [m3/s],sub684 [m3/s],sub684 (observed) [m3/s],sub676 [m3/s],sub676 (observed) [m3/s],sub677 [m3/s],sub677 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub701 [m3/s],sub701 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub683 [m3/s],sub683 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub698 [m3/s],sub698 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub682 [m3/s],sub682 (observed) [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub678 [m3/s],sub678 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub691 (observed) [m3/s],sub693 [m3/s],sub693 (observed) [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub689 [m3/s],sub689 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub724 [m3/s],sub724 (observed) [m3/s],sub723 [m3/s],sub723 (observed) [m3/s],sub720 [m3/s],sub720 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s]
1676,2014-08-04,00:00:00.00,0.0663304,5.94542,47.006,4.71319,10.8,2.69702,14.9,3.78668,10.7,9.30173,9.05,2.89048,2.49,4.13646,1.96,3.93554,1.68,5.42717,1.71,3.5096,1.03,1.32507,0.131,7.45447,1.21,3.22118,2.26,2.04939,0.111,1.88513,0.31,2.02245,0.008,11.5905,1.3705,4.03879,0.2917,3.36411,0.657,5.74147,6.0315,3.50902,9.8259,7.08142,11.0719,6.36489,1.7726,1.97747,0.2653,7.8712,0.258,4.16666,0.2169,4.23039,5.72,32.6843,38.5109
1677,2014-08-05,00:00:00.00,0.162861,5.78316,12.5727,4.61921,18.9,2.67064,10.5,3.46246,3.63,9.64453,6.26,2.90274,1.96,3.9347,0.792,3.90252,1.56,4.4885,0.837,3.41829,0.949,1.30645,0.12,8.84827,1.25,3.62608,1.94,2.41916,0.099,1.86292,0.272,1.87073,0.059,12.5653,1.4753,4.0388,0.3002,3.26101,0.6003,5.94208,4.7006,4.60112,7.0226,7.29751,8.2119,6.01215,1.0421,1.95743,0.286,7.3079,0.2274,3.77983,0.2404,2.9151,6.4846,28.6229,39.3604
1678,2014-08-06,00:00:00.00,0.662315,5.80446,4.7006,4.85324,14.4,2.7322,4.87,3.96695,1.63,10.5769,5.95,3.4388,1.67,5.35624,1.31,5.19062,1.8,6.31098,1.28,3.65567,0.879,1.62475,0.119,13.0854,1.33,4.99218,2.21,3.87296,0.12,2.87502,0.433,2.91241,0.641,17.6626,1.1129,5.93853,0.3228,4.44679,0.589,8.15638,8.1553,7.03887,19.0006,10.4118,22.5685,7.04219,7.2208,1.95,0.2059,6.93213,0.2132,3.58284,0.2353,2.71241,2.5117,26.9569,35.3961
1679,2014-08-07,00:00:00.00,0.0437545,5.9189,15.7442,4.95382,8.65,2.73206,3.46,3.87904,1.17,9.86218,5.54,3.58321,1.51,5.01634,1.57,5.68644,1.78,6.23712,1.76,3.6604,0.821,1.71602,0.285,12.2017,1.47,4.79802,2.85,3.40343,0.151,3.09697,1.22,3.25408,0.645,19.1804,0.926,6.49543,0.2761,4.89954,0.5097,9.56364,7.7588,6.50494,16.1972,10.3254,23.5313,7.96715,5.0121,1.93871,0.2418,6.88701,0.2823,3.5775,0.1781,2.99844,3.0299,27.1076,33.1307
1680,2014-08-08,00:00:00.00,0,5.69694,7.7588,4.69527,6.75,2.61838,2.56,3.52339,0.846,8.41076,4.81,2.97322,1.2,3.18776,0.701,3.99154,1.83,3.78993,0.889,3.35578,0.734,1.33278,0.188,7.5487,1.53,3.24642,2.22,1.90781,0.249,2.04334,0.78,2.08439,1.82,14.173,0.9118,4.45505,0.2577,3.61104,0.4644,7.69248,6.3147,3.81303,9.0614,7.11878,13.0257,7.74301,1.7302,1.91014,0.1812,6.82192,0.2973,3.53294,0.1478,2.95524,2.2087,25.6571,27.3541
1681,2014-08-09,00:00:00.00,0,5.35062,3.0582,4.49985,5.88,2.56748,1.9,3.3708,0.628,7.97114,4.28,2.74502,1.02,3.14375,0.455,3.35368,1.52,3.75272,0.648,3.25904,0.677,1.24418,0.126,6.29243,1.28,2.91926,1.97,1.88709,0.193,1.6605,0.403,1.67309,0.87,10.3101,0.9713,3.67939,0.2486,3.09353,0.4191,6.04031,5.2669,3.31355,7.419,6.09954,9.8259,7.61234,1.1553,1.88468,0.16,6.74298,0.2328,3.49863,0.1331,2.56128,1.5461,23.5046,23.3331
1682,2014-08-10,00:00:00.00,0,5.18908,2.0105,4.44811,5.14,2.54305,1.45,3.41819,0.579,7.97195,3.97,2.75597,0.897,3.12647,0.341,3.44725,1.41,3.71559,0.532,3.22942,0.645,1.27319,0.102,6.39156,1.17,2.85636,1.64,1.86647,0.138,1.62989,0.308,1.72884,0.241,10.0129,0.9599,3.70904,0.2328,3.13148,0.4021,5.53969,4.5307,3.40164,6.3996,6.27781,8.0137,6.69029,0.9458,1.86577,0.1577,6.67884,0.1951,3.46191,0.1186,2.33088,1.2799,21.3085,21.4642
1683,2014-08-11,00:00:00.00,0,5.1518,1.5291,4.3894,4.69,2.51773,1.25,3.31616,0.481,7.88578,3.74,2.72873,0.8,3.08417,0.275,3.41689,1.32,3.67856,0.464,3.19697,0.635,1.24381,0.089,6.26438,1.08,2.80907,1.46,1.84596,0.105,1.6143,0.301,1.70933,0.076,10.1748,0.8891,3.68506,0.2246,3.06837,0.3794,5.18835,4.2192,3.33819,5.8899,6.08574,7.0509,5.68293,0.8269,1.8472,0.1549,6.60664,0.1648,3.42649,0.1138,2.32459,1.1355,20.3762,19.6519
1684,2014-08-12,00:00:00.00,2.0051,5.61836,1.2799,4.36207,4.52,2.4966,1.13,3.33909,0.421,7.8121,3.92,2.70749,0.752,3.65145,0.282,3.77528,1.34,4.47086,0.447,3.35516,0.666,1.75529,0.129,8.19182,1.06,3.58202,1.38,3.08219,0.115,2.46453,0.263,2.44941,0.044,17.7855,0.9684,9.92771,0.3002,9.20072,0.824,14.9719,9.8543,25.0513,49.5545,27.9733,32.2812,12.5989,7.9287,5.66425,14.6681,12.1514,0.179,5.88022,0.128,3.16486,2.2285,24.1061,20.8412
1685,2014-08-13,00:00:00.00,2.21005,9.91156,1.784,6.02886,4.98,4.09494,2.02,9.41225,0.957,13.9885,6.97,4.88186,1.63,5.37649,0.428,5.93773,1.55,6.87376,1.71,4.82277,1.08,2.57074,1.11,13.7302,1.12,4.84904,1.57,5.98516,0.194,4.09964,0.504,3.65279,0.16,37.6613,7.7305,18.5805,9.8543,16.2019,2.0388,24.1341,34.2634,32.9309,230.782,42.8124,265.329,17.8636,29.1664,6.85555,6.9943,17.4643,0.1804,8.52787,0.1453,7.83275,9.6277,50.6505,71.6416
1686,2014-08-14,00:00:00.00,0.313946,15.0072,14.8947,7.66562,4.99,4.60871,2.79,10.7852,0.92,18.5923,5.09,6.06981,1.15,4.8973,0.497,6.29156,1.47,6.01424,1.19,5.33678,1.36,2.18341,0.932,13.9059,1.5,4.44521,1.58,4.77863,0.229,3.76975,1.35,3.14947,1.18,41.5559,20.2465,13.4063,12.2329,10.7865,5.2103,17.2409,13.2806,9.63514,58.6159,19.9114,138.752,13.7957,6.1164,2.47688,1.5291,13.4961,0.1475,6.53185,0.1889,10.5378,18.3493,83.9521,103.356
1687,2014-08-15,00:00:00.00,0,12.1335,16.9618,6.0983,5.68,2.94212,2.19,3.76076,0.705,12.5806,4.66,3.65532,0.907,3.02867,0.48,3.9353,1.38,3.53802,0.78,3.78731,1.07,1.28317,0.302,8.05134,1.36,3.2005,1.62,1.83534,0.318,2.13886,0.969,1.91668,0.782,20.8847,13.1673,4.66957,7.3341,3.66454,5.4935,9.90907,8.9481,2.39144,21.1527,6.14697,35.6792,11.846,2.7043,1.39264,0.8495,7.9221,0.1968,3.81143,0.3313,6.02318,8.7216,66.8478,47.8555
1688,2014-08-16,00:00:00.00,0,6.28839,5.0404,4.39899,5.41,2.37526,1.71,2.87093,0.478,7.49209,4.22,2.45406,0.806,2.94086,0.324,3.08768,1.31,3.4953,0.627,3.02013,0.836,1.16978,0.154,5.92224,1.23,2.79084,1.59,1.74519,0.229,1.57516,0.568,1.63753,0.269,8.8793,5.805,3.50332,3.6812,3.04544,2.7496,7.30332,7.3057,3.50112,14.5549,6.42889,18.859,9.64805,2.0105,1.85026,0.5465,6.10772,0.2195,3.22018,0.2424,2.42582,3.5679,30.6588,34.2634
1689,2014-08-17,00:00:00.00,0.0470134,4.69962,2.6505,4.36546,4.79,2.44511,1.34,3.5634,0.374,7.33444,3.88,2.77406,0.727,2.96672,0.275,3.41858,1.26,3.55349,0.506,3.07812,0.744,1.2032,0.11,6.16951,1.19,2.68548,1.43,1.90634,0.159,1.5636,0.498,1.63066,0.085,9.96164,3.1432,3.60055,2.0813,3.03347,1.6282,5.5938,6.5412,3,12.063,5.69527,14.0168,7.07016,1.6792,1.70034,0.4389,6.21433,0.2917,3.21043,0.1659,2.19795,1.9029,23.0447,25.8533
1690,2014-08-18,00:00:00.00,0.196961,6.15812,2.3531,4.50814,4.55,2.44041,1.27,3.38212,0.362,7.73279,3.92,2.78898,0.68,3.11667,0.244,3.83349,1.25,3.85367,0.494,3.10233,0.815,1.17506,0.09,6.15595,1.13,2.6542,1.35,1.8871,0.12,1.57893,0.397,1.62978,0.044,10.5935,2.2115,3.62639,1.3167,2.93545,1.1921,5.23149,6.1448,3.77622,10.8454,6.09941,12.1762,6.38849,2.6108,1.72794,0.3879,6.1525,0.2546,3.18927,0.1362,3.09501,4.3042,24.6007,33.9802
1691,2014-08-19,00:00:00.00,5.71395e-08,7.2996,2.6731,4.30835,4.3,2.33912,1.12,3.16097,0.328,7.44955,3.72,2.60786,0.667,3.03755,0.226,3.70809,1.21,3.72339,0.445,3.00273,0.717,1.17612,0.079,5.89176,1.11,2.62294,1.29,1.68667,0.094,1.52917,0.29,1.61404,0.027,9.99962,1.7217,3.50041,0.9345,2.96181,0.9656,4.94395,5.6917,4.00527,9.4295,5.97497,9.4295,5.66526,1.5971,1.69853,0.3653,6.05282,0.1994,3.14199,0.1203,3.38614,2.2427,24.9838,25.1737
1692,2014-08-20,00:00:00.00,0.307815,6.20044,1.6509,4.07744,4.16,2.29446,0.997,2.93084,0.299,7.23991,3.78,2.51784,0.632,2.82339,0.289,3.23379,1.22,3.3515,0.381,2.91531,0.667,1.18996,0.074,6.17027,1.07,2.85199,1.28,2.16622,0.085,1.80717,0.223,1.81729,0.02,10.1722,1.5065,4.60153,0.8014,4.42173,0.9571,6.5458,6.0315,4.84835,11.7232,8.83341,12.3461,6.25983,1.9114,1.76641,0.6541,6.01066,0.1685,3.21292,0.1124,2.38821,2.237,23.1385,22.2854
1693,2014-08-21,00:00:00.00,1.92234,9.07144,4.3891,4.19581,4.07,2.76035,1,6.31303,0.307,8.83166,4.14,2.70127,0.617,3.44724,0.476,3.65049,1.23,4.19952,0.529,3.17092,0.676,1.36413,0.232,8.65157,1.06,3.22919,1.38,3.62458,0.075,2.56662,0.22,2.30063,0.018,17.844,1.5348,9.65799,1.0647,8.7838,1.9709,10.4488,11.1285,7.51112,25.5984,15.2904,35.1129,7.64362,4.1626,1.85616,1.1921,10.2392,0.1798,4.71901,0.1178,7.66999,15.4044,51.307,86.9327
1694,2014-08-22,00:00:00.00,0.142435,12.3239,25.5701,4.49035,4.18,2.93559,1.3,6.99339,0.412,11.0797,5.12,2.82398,0.65,4.05938,0.587,4.04762,1.22,4.69447,0.61,3.57149,1.24,1.41333,0.338,9.97616,1.07,3.06767,1.43,3.23754,0.064,2.57742,0.189,2.24069,0.018,22.2495,2.4409,9.95397,1.4923,8.2019,2.7949,11.0861,6.1731,8.61109,11.3551,14.7261,19.2555,8.27358,2.1719,1.76107,0.3851,13.6926,0.1569,5.36252,0.1152,9.64885,13.9602,86.3672,78.7208
1695,2014-08-23,00:00:00.00,0.0716093,9.12042,13.3656,4.40204,4.11,2.42792,1.44,3.21076,0.468,10.2949,4.47,2.61489,0.646,3.3738,0.463,3.47319,1.18,3.77587,0.39,3.35292,0.99,1.23338,2.39,7.74513,1.42,2.66069,1.29,1.74102,0.063,1.8052,0.18,1.723,0.022,14.4155,3.0016,4.67824,1.4951,3.56077,1.5772,7.90745,6.0881,7.31381,11.5816,7.36832,14.6398,8.30072,9.118,1.63505,0.3285,11.4595,0.1504,3.53579,0.1283,3.50701,6.9943,61.4698,57.4832
1696,2014-08-24,00:00:00.00,0.000257452,5.17427,5.72,4.02906,4.2,2.20489,1.14,2.65258,0.375,7.76976,4.27,2.44345,0.589,2.70753,0.339,3.0164,1.15,3.21075,0.4,2.88722,0.783,1.14278,0.462,5.89506,1.29,2.52621,1.39,1.59089,0.081,1.4414,0.173,1.52263,0.018,9.0316,2.1294,3.11174,1.1695,2.5972,1.1383,5.72432,5.0404,4.97499,8.5517,5.23607,10.3073,7.30307,2.6674,1.61324,0.3058,9.4053,0.1589,2.83899,0.1158,1.65917,2.7212,24.7768,42.4753
1697,2014-08-25,00:00:00.00,0,4.14705,3.6812,3.84956,3.98,2.17612,1.02,2.96352,0.339,6.74185,3.96,2.41221,0.576,2.67791,0.269,2.94039,1.13,3.17608,0.377,2.75612,0.689,1.11275,0.176,5.42501,1.23,2.47911,1.4,1.57226,0.086,1.40769,0.156,1.50808,0.014,8.78189,1.6679,3.21723,0.8863,2.74924,0.926,4.86391,4.6156,2.96475,7.5606,5.50824,8.7782,5.84504,1.784,1.5957,0.303,7.15835,0.1271,2.99833,0.107,2.10826,1.9057,19.7116,37.6614
1698,2014-08-26,00:00:00.00,0.000564653,4.3584,2.4919,3.79546,3.73,2.153,0.92,2.71563,0.312,6.8104,3.8,2.39086,0.56,2.65073,0.237,2.9179,1.1,3.14164,0.323,2.73073,0.639,1.09122,0.113,5.27657,1.11,2.45156,1.3,1.55377,0.08,1.39237,0.143,1.49367,0.011,8.79263,1.3875,3.20321,0.7249,2.65946,0.8127,4.54861,4.4174,2.87352,7.1358,5.29036,7.957,5.04466,1.4187,1.57743,0.2888,5.49348,0.1699,2.89312,0.1017,1.95041,1.6084,19.8997,31.998
1699,2014-08-27,00:00:00.00,0.21776,4.33136,1.8066,3.75393,3.57,2.12984,0.881,2.82668,0.304,6.72524,3.73,2.36795,0.548,2.62535,0.212,2.88337,1.06,3.10742,0.289,2.71143,0.59,1.15122,0.087,5.25813,1.04,2.45611,1.22,1.53573,0.067,1.39958,0.129,1.51716,0.01,8.74897,1.2403,3.26921,0.606,3.05538,0.7504,6.0837,4.2758,6.44915,8.8349,8.66774,8.665,6.00353,1.3139,1.56052,0.2761,5.58062,0.2325,2.89577,0.0923,2.05764,4.2192,18.6396,38.5109
1700,2014-08-28,00:00:00.00,0.0384625,4.27503,1.43,3.71367,3.48,2.10684,0.809,2.70127,0.283,6.65255,3.65,2.34534,0.515,2.59963,0.195,2.85277,1.03,3.07344,0.311,2.68204,0.63,1.15515,0.084,5.17585,0.986,2.43912,1.15,1.51755,0.056,1.38714,0.117,1.509,0.009,8.6405,1.127,3.31873,0.5239,3.27135,0.6768,7.5137,4.644,8.26423,11.3551,10.6251,12.1479,6.85507,2.945,1.54342,0.2449,5.54424,0.2277,2.8445,0.0847,2.04835,3.5679,18.6332,41.6258
1701,2014-08-29,00:00:00.00,0,4.22839,1.1893,3.67567,3.34,2.08401,0.708,2.73286,0.25,6.58582,3.51,2.32274,0.499,2.56585,0.177,2.82099,0.968,3.03968,0.282,2.64233,0.57,1.07362,0.076,5.13314,0.923,2.38087,1.1,1.49924,0.05,1.35119,0.112,1.45643,0.006,8.59898,1.0336,3.20486,0.4616,2.85407,0.6286,6.18974,4.021,4.35061,6.9659,6.82746,7.0792,5.84138,1.5716,1.52652,0.2483,5.40513,0.1792,2.82438,0.083,1.93633,1.5263,17.6638,26.1364
1702,2014-08-30,00:00:00.00,0,4.18038,1.0251,3.63696,3.22,2.06135,0.659,2.66415,0.235,6.51498,3.44,2.3002,0.483,2.53947,0.162,2.78997,0.948,3.00616,0.239,2.61335,0.545,1.04935,0.057,5.05629,0.877,2.35441,1.06,1.48138,0.044,1.33502,0.104,1.436,0.005,8.45867,0.9939,3.0946,0.4134,2.57911,0.589,4.90126,3.7661,2.59924,6.4562,5.08862,6.1448,5.25489,1.1921,1.50971,0.2404,5.38934,0.141,2.7861,0.0827,1.89496,1.3281,16.6195,21.2376
1703,2014-08-31,00:00:00.00,0.000634041,4.13311,0.9401,3.59902,3.14,2.03886,0.672,2.65301,0.244,6.44685,3.37,2.27772,0.474,2.51087,0.164,2.75893,0.961,2.97289,0.244,2.58459,0.529,1.04514,0.052,5.00092,0.844,2.33196,1.04,1.46367,0.041,1.32084,0.097,1.42215,0.006,8.34924,0.9514,3.0512,0.3879,2.55739,0.5635,4.52233,3.6529,2.82827,6.2014,5.15011,6.0598,4.82527,1.0647,1.49304,0.2243,5.30722,0.1155,2.75922,0.0753,1.87471,1.127,16.4874,19.8218
1704,2014-09-01,00:00:00.00,0.316393,4.61316,0.8495,3.56105,3.06,2.01654,0.681,2.61442,0.251,6.37817,3.31,2.25571,0.466,2.48457,0.163,2.7282,0.993,2.93986,0.235,2.55605,0.511,1.03185,0.051,4.9522,0.841,2.317,1.04,1.51348,0.042,1.33006,0.097,1.43853,0.007,12.0255,1.127,5.26275,0.5522,3.73724,0.5352,4.98863,4.644,2.72196,6.6545,5.38975,6.2297,4.62117,1.0109,1.48067,0.2359,5.2677,0.0917,2.73562,0.0736,2.14551,1.6197,17.1463,18.406
1705,2014-09-02,00:00:00.00,0.898508,5.48095,0.8863,3.52344,3.05,1.99439,0.691,2.72803,0.259,6.51449,3.57,2.23414,0.475,2.4599,0.279,2.69781,1.09,2.90711,0.263,2.52772,0.534,1.07376,0.075,6.831,0.894,2.66205,1.1,3.60782,0.062,2.32469,0.103,2.09201,0.007,20.5428,1.1582,10.4556,0.5805,7.66672,0.6258,11.3744,5.0121,11.8673,12.9691,12.7347,10.0242,9.11018,1.1808,1.48193,0.2832,5.28769,0.0776,2.81131,0.0708,2.25563,1.7556,18.7381,23.2764
1706,2014-09-03,00:00:00.00,0.719639,5.94798,2.0898,4.36224,3.31,2.52164,0.938,4.48363,0.366,11.9604,6.93,3.77053,0.624,5.84445,1.02,5.49144,1.26,7.61685,1.58,3.4134,0.634,2.83831,2.37,15.9737,0.997,5.66821,1.5,5.18315,0.144,3.34722,0.143,3.17072,0.007,20.986,4.3608,10.09,0.6598,8.36317,0.7759,15.5532,10.902,14.916,23.2481,15.95,27.6656,12.7186,2.86,1.72078,2.8317,5.37822,0.0691,2.92096,0.068,2.26319,1.6792,19.7062,20.7279
1707,2014-09-04,00:00:00.00,0.00462201,5.7056,1.3451,5.2265,3.52,2.6619,1.29,4.69953,0.523,15.692,5.55,4.68856,1.24,6.01578,1.12,6.4843,1.22,7.58605,1.47,3.84655,0.801,3.35758,8.23,18.2138,1.58,6.1121,1.39,3.05434,0.405,2.73335,0.257,2.77497,0.016,12.3204,4.8139,4.71545,0.6003,4.21857,0.8863,10.136,7.6455,4.55714,11.8364,7.87001,12.8842,10.9506,1.8094,1.80232,0.9345,5.26903,0.0566,2.81077,0.0623,2.26658,1.396,19.3794,20.3032
1708,2014-09-05,00:00:00.00,0.000177856,4.872,1.3875,4.49624,3.88,2.08501,1.18,2.63865,0.483,10.44,4.62,2.95625,0.714,2.39959,0.456,3.43932,1.35,2.81176,0.679,2.88491,0.622,1.32648,1.22,7.95499,1.52,3.02433,1.56,1.3775,0.315,1.67733,0.286,1.6155,0.084,7.89057,3.7378,2.76054,0.5465,2.21883,0.8495,5.9278,6.9093,1.89511,10.0242,4.45817,10.0808,9.33371,1.4753,1.49814,0.3398,5.05031,0.0456,2.62372,0.0589,1.91902,1.1327,18.0696,17.9529
1709,2014-09-06,00:00:00.00,0.271266,4.1253,1.0987,4.01135,3.87,2.18243,1.18,3.00182,0.489,7.69858,5.1,2.75485,0.68,3.56798,4.18,2.5112,2.66,3.74178,4.92,2.97188,0.787,0.904734,0.422,5.50088,1.44,2.46847,1.75,1.55818,0.213,1.29298,0.48,1.3706,0.204,10.7315,3.7661,3.84121,0.5125,2.80043,0.7532,4.97157,7.2491,2.84922,10.902,4.93195,10.1091,7.17948,1.4187,1.37402,0.7221,5.05494,0.0413,2.64691,0.0532,1.75067,1.0506,16.6517,17.9529
1710,2014-09-07,00:00:00.00,2.75479,6.31029,1.5716,6.6832,6.59,4.40303,20.5,15.1761,9.36,22.1887,14.5,7.56286,3.78,10.5692,32.7,12.8358,5.26,13.9748,51.6,5.34501,4.58,1.60901,0.432,27.5209,6.01,6.09506,7.95,13.8648,6.67,6.47052,2.97,4.90557,9.2,20.2083,29.4495,9.00936,4.4457,6.76945,3.0016,7.66051,24.2109,6.80827,35.1129,11.9796,39.6436,7.65878,6.0598,2.08664,3.1998,5.2925,0.0357,3.4446,0.0518,3.43423,17.5564,24.7463,87.7822
1711,2014-09-08,00:00:00.00,0,8.38779,1.8604,8.37648,31,4.81634,28.6,16.8514,13.1,31.4739,9.53,8.64187,2.42,9.56904,5.48,15.8133,4.97,12.9802,6.2,5.65393,2.47,1.60034,0.442,36.507,12.7,7.09513,12.7,13.651,23,8.7489,8.14,6.29118,19.2,21.5611,26.363,9.84447,3.6529,8.14739,3.398,10.6446,13.4505,8.38665,23.2481,15.6135,30.299,8.78976,2.8883,2.34601,0.4701,5.20729,0.0292,3.78904,0.0496,3.79397,5.0687,31.4497,45.307
1712,2014-09-09,00:00:00.00,2.43704e-05,6.52592,2.1238,5.71342,31.6,2.53285,9.17,3.73612,4.37,16.6677,9.55,3.64102,2.04,2.31756,1.9,4.7854,3.14,2.68475,3.16,3.20726,1.44,1.03751,0.245,13.1993,7.25,3.32882,14.3,1.31145,12,3.20945,15.1,2.29547,12.4,11.8216,12.4594,4.4814,2.2342,3.92279,2.2257,7.75885,10.279,3.33641,14.2434,7.26324,17.4149,7.35922,1.699,1.55563,0.3455,4.85355,0.0252,2.82656,0.049,2.04438,2.254,24.3039,25.4852
1713,2014-09-10,00:00:00.00,0.00236679,4.29127,1.3932,3.56349,13.3,1.80991,4.99,1.96867,2.49,5.29522,8.06,1.80569,1.47,2.20484,1.04,1.64449,2.11,2.65404,1.94,2.27254,1.09,0.899979,0.173,2.17872,4.97,2.26302,8.47,1.29542,1.92,0.853328,17.7,0.865592,2.59,7.42206,6.7111,2.57702,1.515,2.0511,1.4583,5.08756,9.0897,2.16537,12.2612,3.97275,13.4788,6.65365,1.3705,1.27682,0.3087,4.73208,0.0204,2.38642,0.0549,1.65584,1.5319,18.8942,19.8218
1714,2014-09-11,00:00:00.00,2.78711,4.01139,1.0902,5.43368,8.79,3.81538,6.74,9.83909,7.56,15.9422,9.72,4.24177,1.32,6.75797,3.84,6.11882,2.35,7.84769,2.9,4.8875,4.98,3.21116,4.37,23.7362,3.96,7.96336,6.95,10.7214,1.44,5.79221,9.19,5.43677,2.53,16.0423,5.2386,7.35608,1.5065,6.23776,1.7783,11.1443,13.2806,15.2736,33.1307,17.0867,33.9802,11.0908,6.0315,4.80293,13.5355,7.5455,0.0422,3.47004,0.0711,2.72468,3.0582,20.0823,19.8218
1715,2014-09-12,00:00:00.00,1.70044,8.55681,2.523,10.4935,35.9,6.16143,57.2,15.0532,58.4,38.582,32.3,8.78832,5.58,10.7805,40.8,11.3012,5.4,12.971,31,8.75476,36.7,4.39184,30.4,38.3269,17,10.6197,24.2,11.223,17.4,7.8769,13,7.10654,20.5,23.4411,11.7515,9.69157,3.6812,8.48058,4.5024,16.3085,21.0394,19.165,52.3862,22.6503,92.3129,13.8266,11.6382,6.33479,19.9917,12.5329,0.1082,7.10928,0.1858,8.21692,16.1689,43.7625,99.109
1716,2014-09-13,00:00:00.00,0.0613005,11.7459,15.0362,10.6285,90.8,4.62425,36.9,7.77078,15.4,35.8496,35.1,7.83291,3.73,6.28006,8.82,8.46149,7.23,7.72053,6.3,6.74326,21.5,2.02231,11.6,18.6325,21.8,5.32206,29.6,2.64005,40.2,3.46903,19.1,2.90961,28.1,15.3698,8.2119,4.90159,3.0299,4.32752,2.945,10.4036,13.4505,5.38381,22.9083,8.79874,38.7941,10.2733,2.7581,2.29092,5.9182,11.7828,0.0813,7.34534,0.4332,8.47058,8.9198,58.6733,50.9703
1717,2014-09-14,00:00:00.00,0.902638,8.17981,5.3236,5.88236,49.2,2.34519,12.1,2.72248,6,14.8759,28.1,3.52637,2.9,3.44174,4.41,4.51435,5.56,4.39837,4.11,3.04671,7.57,1.10272,1.88,9.2827,13.3,4.08382,24.9,4.39954,17.6,2.85899,32.4,2.49354,17.6,12.7392,7.9854,5.63533,2.7694,4.51977,2.7552,9.33283,14.8947,7.20599,26.5612,10.2268,38.2277,11.0696,4.0776,1.00829,3.0582,6.53884,0.0558,3.24761,0.2662,2.85181,3.1998,38.2023,31.1485
1718,2014-09-15,00:00:00.00,0.000748034,4.39419,2.7411,3.85437,19.4,1.88387,7.85,3.18419,3.93,7.28276,23.6,2.60409,2.29,3.5466,3.45,4.29058,3.81,4.36546,3.36,2.48603,5.04,1.25584,1.21,10.6307,15.6,3.72511,18.1,3.50962,10.4,3.13375,47,2.89185,7.45,16.7899,10.1091,7.35008,3.5679,6.25532,3.1432,11.55,12.6293,9.68142,19.9351,14.4406,28.8832,10.582,2.9733,1.61876,1.8434,4.21654,0.0476,2.02397,0.1897,1.55454,2.036,22.995,23.8711
1719,2014-09-16,00:00:00.00,0.0160745,3.31365,1.8689,3.44313,13.7,1.74618,5.98,2.17998,2.95,6.34698,11.1,2.20084,1.91,2.08057,2.13,2.94231,3.1,2.47652,2.35,2.24458,3.5,0.904561,0.746,5.54777,10.7,2.24238,18.6,1.20221,5.9,1.65619,38.5,1.53289,3.54,12.2298,8.1836,4.12238,2.8883,3.62925,2.6363,7.70203,11.0436,3.09491,15.2628,6.50566,21.2093,7.53163,2.1266,1.45165,1.6849,4.53946,0.0436,2.5469,0.1444,1.61944,1.6792,18.6162,22.3703
1720,2014-09-17,00:00:00.00,0.456096,5.38982,2.1181,3.2217,11,1.83701,4.87,2.75701,2.19,6.21117,10.6,2.04167,1.67,2.47071,1.61,2.66913,2.67,3.07324,1.94,2.28953,2.66,0.973991,0.638,5.66876,6.22,2.46933,12.4,2.32711,2.59,1.62207,17.5,1.55876,1.41,7.48291,6.1164,2.81118,2.2087,2.36372,1.9284,5.3541,10.1374,1.91189,13.7903,4.3495,17.8962,6.72604,1.8463,1.58453,2.0615,6.512,0.0476,3.51627,0.1189,2.79568,3.3131,19.7038,31.998
1721,2014-09-18,00:00:00.00,0,7.30517,2.2738,3.24722,9.23,1.86684,3.85,2.94575,1.71,6.23722,8.87,2.18834,1.48,2.46379,1.22,2.83307,2.32,3.04366,1.56,2.32179,2.1,1.00743,0.478,6.33939,4.57,2.48248,7.7,2.31238,1.47,1.82753,6,1.78182,0.881,7.28008,4.4741,3.11146,1.6849,2.76878,1.5291,4.84683,8.9198,2.48392,12.063,5.16182,15.2628,5.46772,1.6254,1.45999,1.1213,7.53396,0.0351,3.77799,0.1076,3.16683,1.934,22.7542,22.7667
