time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub684 [m3/s],sub685 [m3/s],sub687 [m3/s],sub687 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub703 [m3/s],sub703 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub701 [m3/s],sub702 [m3/s],sub702 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub698 [m3/s],sub682 [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s],sub707 [m3/s],sub707 (observed) [m3/s],sub709 [m3/s],sub709 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub713 [m3/s],sub713 (observed) [m3/s],sub714 [m3/s],sub714 (observed) [m3/s],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s],sub716 [m3/s],sub716 (observed) [m3/s],sub717 [m3/s],sub717 (observed) [m3/s],sub718 [m3/s],sub718 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s],sub722 [m3/s],sub722 (observed) [m3/s],sub721 [m3/s],sub721 (observed) [m3/s],sub710 [m3/s],sub710 (observed) [m3/s],sub704 [m3/s],sub704 (observed) [m3/s],sub705 [m3/s],sub705 (observed) [m3/s],sub688 [m3/s],sub688 (observed) [m3/s],sub706 [m3/s],sub706 (observed) [m3/s]
1478,2014-01-18,00:00:00.00,0.100157,1.62968,13.7211,10.5928,45.1899,243.866,149,1.5514,8.15,0.428145,3.95,9.08245,13.6,0.728351,3.3,1.68621,7.83524,21.3,0.241688,3.46,25.1275,40.7,8.75788,0.621099,5.47444,37.4,2.06716,8.1,6.32548,1.2941,4.85591,2.3276,8.48311,23.7362,16.3388,14.8634,14.0001,17.7529,4.559,35.1996,15.376,49.0714,41.0594,0.721351,4.1626,322.227,515.367,23.698,20.0483,60.324,43.0416,2.5182,7.24553,6.52213,8.3535,6.82257,6.5412,9.2112,9.0048,35.9695,42.7584,2.28381,8.0051,6.5978,37.0905,47.006,10.7422,7.8721,22.3397,19.8218,5.60129,6.6545,0.638129,4.4741,5.01639,7.3624
1479,2014-01-19,00:00:00.00,0.000500179,1.41666,9.70195,7.43168,32.9096,201.699,146,0.911937,6.6,0.442073,2.95,7.31697,10.8,0.729041,2.49,1.25933,6.27913,15,0.190752,2.32,17.6705,28.4,6.91361,0.620568,4.00143,15.5,1.35701,3.97,4.91735,1.2006,3.86356,2.0077,6.24698,17.2246,15.0079,10.0435,10.5096,13.5296,4.021,27.0518,15.4044,41.7134,26.901,0.455498,2.9733,320.747,356.792,18.6562,12.6859,50.2926,23.8711,1.8955,5.8219,5.77513,5.8333,5.92222,4.2192,8.21435,6.0598,34.7994,36.8119,2.36412,7.98134,5.4085,35.8796,27.7788,9.87822,6.0881,17.5971,16.4238,4.7965,5.6917,0.715524,3.6246,4.02794,5.6634
1480,2014-01-20,00:00:00.00,0,1.40758,7.16972,5.56609,24.6594,161.847,141,0.618488,5.49,0.435258,2.18,6.05285,9.16,0.729734,1.92,1.08463,5.11747,11.9,0.163119,1.62,14.7599,21.1,5.81761,0.620054,3.16828,7.83,0.829151,2.45,3.93497,1.0534,3.13432,1.7047,4.58553,13.0272,14.1301,7.61179,7.81371,10.7909,3.5113,21.0936,14.9513,35.5072,15.5743,0.359965,2.5768,306.567,267.028,15.163,9.4012,42.4486,17.5564,1.51172,4.86681,5.13933,4.5024,5.14741,3.1432,6.68711,5.8899,30.5455,31.1485,1.35457,5.94006,4.7289,33.3837,16.9052,8.70939,3.7661,14.334,14.7248,4.0759,4.5307,0.677026,3.1998,3.28636,5.097
1481,2014-01-21,00:00:00.00,1.75427e-05,1.40955,5.69222,4.3141,19.2294,130.527,130,0.501922,4.7,0.4393,1.68,5.06969,8.29,0.73042,1.57,1.00267,4.12463,10.6,0.148123,1.14,11.4077,16,4.97661,0.619552,2.53925,5.65,0.519048,1.85,3.09952,0.9599,2.50544,1.4838,3.46564,10.0963,13.5355,5.93613,5.96707,8.40171,2.8883,16.6445,14.3283,30.5149,11.8931,0.313815,1.3054,290.746,195.103,12.6078,7.1925,36.1734,12.516,1.28651,4.20139,4.64693,3.6812,4.50108,2.5344,5.64898,5.3236,26.8461,28.3168,1.05764,4.95318,4.3325,30.6509,15.2911,7.83247,3.0016,12.2883,14.1584,3.51859,4.8139,0.638754,3.1715,2.77723,4.8139
1482,2014-01-22,00:00:00.00,0,1.41182,4.59603,3.3866,15.4708,106.578,122,0.418369,3.71,0.437651,1.42,4.14336,7.59,0.731092,1.37,0.95615,3.25945,9.73,0.139981,0.911,9.9422,12.4,4.179,0.619061,2.04325,4.43,0.378575,1.3,2.38913,0.9005,1.96942,1.3932,2.58638,7.92986,12.0347,4.78308,4.66037,6.6928,2.4636,13.3364,14.1584,26.4587,10.3356,0.291466,0.926,276.958,131.107,10.7347,5.4085,31.3449,10.1941,1.1692,3.64795,4.26807,3.0865,3.97917,2.1946,4.99288,4.2475,24.6904,25.4852,0.894954,4.6849,3.5679,28.1756,10.9586,7.02922,1.8293,10.5646,11.8931,3.07226,3.398,0.639051,2.22,2.41381,4.2475
1483,2014-01-23,00:00:00.00,0,1.41415,3.49603,2.72884,12.8043,88.4017,117,0.355151,2.87,0.438968,1.32,3.05621,7.14,0.73174,1.26,0.929617,2.58494,8.89,0.135556,0.76,8.30994,10.1,3.51854,0.618579,1.67719,3.57,0.293416,0.992,1.81521,0.8608,1.53297,1.2176,1.98147,6.441,10.6471,3.6527,3.61587,5.54353,2.2087,10.9694,13.7337,22.9491,9.741,0.280589,0.6626,263.691,101.941,9.2358,4.4741,27.485,7.7588,1.12343,3.19462,3.97372,2.642,3.58338,1.8944,4.44521,3.8228,22.73,19.8218,0.803492,4.15879,3.4263,25.7897,9.9392,6.39808,1.6679,9.17683,10.1941,2.71165,3.398,0.640458,1.9284,2.14542,3.9644
1484,2014-01-24,00:00:00.00,0,1.4165,2.56727,2.29264,10.988,74.4262,113,0.307318,2.4,0.438712,1.24,2.10062,7.01,0.732351,1.18,0.914352,2.15541,8.67,0.133146,0.666,7.24171,8.62,3.00761,0.618102,1.40042,2.94,0.242159,0.815,1.3733,0.8269,1.17583,1.1157,1.53081,4.89329,10.3073,2.75171,2.72894,4.57112,2.1719,9.25927,13.4505,20.3631,9.2879,0.275242,0.5097,249.469,90.8971,7.98258,3.8794,24.4639,6.0032,1.10405,2.80289,3.7392,2.3984,3.27968,1.6877,4.01867,3.6812,21.0247,19.1139,0.758028,3.81083,3.3414,23.6195,9.0897,5.89634,1.6679,8.09707,9.9109,2.40998,3.1149,0.641885,1.699,1.93246,3.9644
1485,2014-01-25,00:00:00.00,0,1.41881,2.05893,2.00091,9.45836,63.7357,108,0.271125,2.15,0.43925,1.16,1.57557,6.87,0.732915,1.13,0.905433,1.8334,8.55,0.13183,0.617,6.34423,7.75,2.6372,0.617628,1.19593,2.43,0.216667,0.684,1.11883,0.7815,0.915929,1.0591,1.20849,3.71167,9.8259,2.19551,2.02284,3.6479,2.1096,7.69405,12.7426,18.4068,9.118,0.272559,0.4531,234.244,68.8099,7.03642,3.1715,22.168,5.1253,1.09546,2.48206,3.55277,2.1266,3.02922,1.5376,3.67303,3.5396,19.2475,18.3493,0.737968,3.46483,3.2848,21.6489,8.5517,5.4214,1.6452,7.25184,9.0614,2.1396,3.1149,0.643295,1.8094,1.77434,3.6812
1486,2014-01-26,00:00:00.00,0,1.42104,1.74581,1.8118,8.10535,55.5396,103,0.243737,2.03,0.439338,1.1,1.2478,6.74,0.733428,1.08,0.900083,1.5889,8.42,0.131107,0.584,5.73762,7.09,2.39274,0.617155,1.07705,2.05,0.205252,0.572,0.976821,0.7561,0.765504,0.9826,1.01584,3.12347,10.7604,1.78418,1.45734,2.82946,2.087,6.41258,12.063,16.5699,8.9764,0.271162,0.3964,218.487,65.4119,6.37666,2.7071,20.3451,4.1059,1.0917,2.25568,3.4091,1.9539,2.82812,1.4498,3.42808,3.5396,17.6281,18.6891,0.723827,3.2162,3.2564,19.9133,8.4951,4.98803,1.5999,6.56036,8.7782,1.91379,2.8317,0.644681,1.8689,1.6739,3.6812
1487,2014-01-27,00:00:00.00,0,1.42318,1.54675,1.71067,7.00925,48.8902,97.4,0.223011,1.99,0.439626,1.05,1.04649,6.6,0.73389,1.03,0.896735,1.42231,8.29,0.130705,0.561,5.14676,6.42,2.24266,0.616681,1.00819,1.76,0.196227,0.49,0.876805,0.6994,0.680762,0.9514,0.902483,2.77154,9.9109,1.52209,1.0725,2.13286,2.0473,5.46174,11.7798,14.8515,8.8349,0.270384,0.3398,202.506,50.1208,5.85204,2.4636,18.7093,3.4547,1.09026,2.09778,3.30343,1.8548,2.66978,1.3904,3.2571,3.5396,16.2142,18.0095,0.712315,2.99455,3.3414,18.4659,8.4101,4.60099,1.5801,5.94446,8.4951,1.74623,2.8317,0.646038,1.8123,1.61083,3.398
1488,2014-01-28,00:00:00.00,0,1.42521,1.43021,1.6586,6.12334,43.1259,92.9,0.207325,1.92,0.439774,0.988,0.906578,6.47,0.734302,0.99,0.894505,1.31377,8.16,0.130478,0.54,4.6338,5.76,2.15381,0.616208,0.968187,1.54,0.189096,0.422,0.804913,0.6683,0.627594,0.8835,0.837943,2.49446,9.4578,1.38846,0.883973,1.56782,2.0473,4.66805,11.7232,13.293,8.7216,0.269905,0.3002,187.057,45.0238,5.35753,2.2342,17.3128,3.4547,1.08996,1.98609,3.22564,1.7726,2.54688,1.3649,3.13817,3.5396,15.022,19.2271,0.703103,2.81951,3.5113,17.0833,8.3252,4.26272,1.5801,5.42459,8.4951,1.62216,2.7184,0.647363,1.7556,1.57197,3.398
1489,2014-01-29,00:00:00.00,0,1.42713,1.35997,1.63239,5.31985,38.5649,89.1,0.195451,1.85,0.439962,0.933,0.797592,6.34,0.734665,0.982,0.892893,1.24479,8.03,0.130345,0.519,4.18937,5.18,2.10278,0.615734,0.944834,1.32,0.18346,0.371,0.753192,0.6456,0.588291,0.8722,0.79766,2.37892,9.7976,1.31445,0.790694,1.23115,2.0813,3.90858,11.7232,12.0589,8.6083,0.269571,0.2699,173.105,61.4476,4.88963,2.0898,16.1967,3.1149,1.09023,1.90041,3.16651,1.6735,2.45251,1.3309,3.05692,3.398,14.0474,17.7263,0.695871,2.69523,3.3697,15.7469,8.1836,3.9733,1.5376,5.05833,7.9287,1.53053,2.5485,0.648655,1.6764,1.54875,3.1149
1490,2014-01-30,00:00:00.00,0,1.42892,1.30751,1.61969,4.48751,34.8243,85.8,0.186463,1.78,0.440095,0.879,0.714803,6.21,0.73498,0.979,0.891616,1.20309,7.9,0.130263,0.498,3.81593,5.1,2.07376,0.615259,0.931085,1.16,0.178985,0.326,0.715938,0.623,0.559735,0.8552,0.76705,2.28521,10.0242,1.27093,0.73338,1.09866,2.0275,3.13225,11.6665,11.0501,8.4951,0.269306,0.2461,160.322,76.1723,4.47215,1.8264,15.3049,2.5287,1.09079,1.83912,3.12331,1.6367,2.3739,1.2997,3.00539,3.398,13.254,16.5937,0.690307,2.61097,3.398,14.5334,7.957,3.69769,1.4272,4.82001,7.6455,1.46305,2.3786,0.649912,1.5348,1.53563,2.8317
1491,2014-01-31,00:00:00.00,0,1.4306,1.26817,1.61399,3.59376,31.4588,82.9,0.179656,1.73,0.440224,0.826,0.653127,6.08,0.73525,0.983,0.890517,1.17769,7.77,0.13021,0.48,3.4985,5.13,2.05604,0.614782,0.922876,1.05,0.175435,0.288,0.689062,0.6031,0.539232,0.8269,0.743555,2.23943,10.2507,1.23904,0.692874,1.02799,2.0473,2.55403,11.5533,10.0733,8.3535,0.269075,0.2432,148.352,66.2614,4.12812,1.8774,14.534,4.4741,1.09148,1.80325,3.09209,1.5999,2.30936,1.2658,2.97449,3.1715,12.506,17.4715,0.68615,2.55274,3.3414,13.547,7.7871,3.4341,1.3734,4.68093,7.6455,1.41411,2.5485,0.651131,1.5546,1.52901,2.8317
1492,2014-02-01,00:00:00.00,0,1.43216,1.23856,1.61186,2.90364,28.5045,80.2,0.174501,1.71,0.440324,0.774,0.607546,5.92,0.735474,1.05,0.889504,1.1604,7.65,0.130171,0.464,3.21366,5.16,2.04427,0.614303,0.917862,0.951,0.172634,0.257,0.669628,0.5918,0.524625,0.8099,0.725321,2.19818,10.1374,1.21207,0.665612,0.980316,2.1011,2.23258,11.44,9.18295,8.2119,0.268861,0.2407,137.7,52.6693,3.82073,1.9793,13.8451,10.6188,1.09221,1.78223,3.06958,1.9199,2.26408,1.2431,2.95262,3.2848,11.6889,18.4909,0.683169,2.51456,3.2848,12.7887,7.5889,3.22124,1.3196,4.62038,7.3624,1.38244,2.6051,0.652308,1.6141,1.52655,2.8317
1493,2014-02-02,00:00:00.00,4.3136,1.43359,1.21617,1.61154,2.56168,25.9153,77.5,0.302277,1.72,1.68443,0.727,2.85736,6.35,4.74466,1.17,3.77245,3.22716,7.55,2.59543,0.448,5.62502,5.16,3.47983,2.57765,3.07764,0.877,1.51217,0.23,0.671897,0.5663,0.654447,0.8014,0.830419,3.36718,9.5428,2.46604,0.919944,2.51711,2.1209,3.87957,11.4683,11.894,8.3535,2.27644,1.1383,135.497,50.6872,8.87063,3.2848,21.2384,33.9802,4.43731,9.90081,14.8498,3.2281,9.66542,2.1521,13.7538,4.2475,13.5087,23.9844,1.75272,4.51252,3.2564,13.1392,7.4756,4.34139,2.3956,5.66348,7.0792,3.47619,2.8317,2.88931,1.6395,3.32014,3.398
1494,2014-02-03,00:00:00.00,3.07468,1.43491,2.49848,1.75541,3.30477,25.602,74.7,2.59204,1.77,4.7925,0.704,7.34319,8.25,10.3997,1.65,8.6325,8.45811,7.46,5.63879,0.432,8.56933,4.97,5.63279,2.57832,3.85378,0.804,2.11023,0.206,0.66163,0.538,0.649455,0.7759,0.81915,5.43029,9.5145,3.91003,1.03974,3.90193,2.1209,4.69993,11.1002,18.7787,8.3535,5.3513,2.5768,144.329,58.0495,19.3419,9.9675,40.8105,73.6238,13.0889,21.7076,40.2542,11.9214,19.021,11.525,33.1788,14.1584,19.72,46.1565,4.28981,9.54301,21.5491,15.1767,36.2456,6.60077,13.3089,11.2578,14.1584,9.36493,7.3624,10.8802,3.1149,9.13894,7.3624
1495,2014-02-04,00:00:00.00,0,1.43611,2.59677,1.75634,4.09397,25.7751,71.6,3.43624,1.78,4.47508,0.689,7.45778,7.75,6.39076,1.83,8.2062,10.5328,7.39,4.26896,0.417,6.58457,4.74,5.71891,0.61401,2.37782,0.746,1.05648,0.183,0.637746,0.5125,0.505718,0.7447,0.690818,5.52757,9.0897,3.07988,0.809706,2.48286,2.0105,3.74208,10.6471,22.0298,8.2119,5.11227,0.9061,154.634,83.2515,27.4915,25.2869,52.311,130.257,15.7304,22.048,39.6985,32.2812,17.5454,21.6058,30.2482,29.4495,22.0682,28.8832,4.27416,9.36143,11.8648,15.6588,22.4836,6.0331,9.3729,16.6946,20.3881,8.86515,5.9465,12.0726,5.6634,10.1159,5.9465
1496,2014-02-05,00:00:00.00,8.68404e-06,1.43719,1.37151,1.61411,3.58451,24.1327,68.2,1.65798,1.69,1.14775,0.674,5.08963,7.22,0.735962,1.7,4.90253,7.62295,7.31,1.40406,0.402,4.30232,4.51,4.5991,0.612363,2.06664,0.691,0.615989,0.162,0.632197,0.4927,0.500969,0.7362,0.683657,3.79067,8.58,1.8668,0.693615,1.14069,1.9255,3.73067,7.6172,19.6453,8.0986,2.96574,0.7929,161.72,135.071,31.5241,33.9802,52.2895,65.4119,9.64296,17.1407,18.366,19.1422,13.0016,13.9036,16.8636,20.8412,18.3807,24.0693,2.20635,4.80543,8.0986,13.9017,17.3865,4.51051,6.6261,16.2146,14.1584,4.54487,4.2475,3.76609,3.9077,6.2683,3.9644
1497,2014-02-06,00:00:00.00,0,1.43816,1.31302,1.61521,2.96545,22.48,64.5,0.957208,1.6,0.300916,0.661,4.52652,7.01,0.735989,1.57,3.33464,5.54294,7.15,0.405354,0.39,4.46197,4.29,3.76209,0.611872,1.69331,0.644,0.422595,0.144,0.628061,0.4814,0.497768,0.7136,0.677907,2.73876,8.8349,1.4975,0.649302,1.00845,1.9765,3.65926,7.5323,16.3263,8.0137,1.65433,0.7079,165.932,222.004,30.5614,26.901,55.5378,36.8119,5.17247,13.4684,10.0078,14.1584,10.7613,11.0719,13.9463,14.4982,17.0692,23.3897,1.41764,3.80741,6.9943,12.8162,15.5743,4.64231,6.6261,14.375,13.5921,4.31587,3.398,0.25922,3.0865,4.91676,3.6812
1498,2014-02-07,00:00:00.00,0,1.43901,1.2662,1.61627,2.6669,21.0058,60.6,0.638756,1.51,0.478536,0.648,3.90027,6.81,0.735978,1.44,2.26813,5.02979,6.97,0.279331,0.378,4.51054,4.06,3.18448,0.611377,1.40895,0.61,0.319889,0.13,0.624939,0.4672,0.495506,0.7051,0.67326,2.43448,8.4951,1.28618,0.631029,0.949899,1.9567,3.4331,12.9691,13.9746,7.957,0.891592,0.623,170.757,201.05,25.6986,20.1616,57.3371,24.3525,3.59428,9.91525,7.90963,11.4117,8.80227,9.0048,11.7363,10.6188,17.8753,22.2854,1.10458,3.75015,6.5412,12.5094,15.3477,4.67485,6.1448,13.332,10.4772,3.89341,3.1149,0.575553,2.6731,3.96912,3.6812
1499,2014-02-08,00:00:00.00,0,1.43975,1.23162,1.61724,2.45844,19.5233,56.6,0.509675,1.41,0.420654,0.637,3.1221,6.61,0.735932,1.32,1.6121,4.46733,6.8,0.210976,0.366,4.42915,3.84,2.78472,0.610878,1.19864,0.578,0.257621,0.119,0.622545,0.4502,0.493816,0.6824,0.669481,2.22252,8.665,1.21077,0.623303,0.915884,2.0813,3.10093,10.5622,12.5659,7.9004,0.513025,0.5663,180.414,156.026,20.6215,14.7531,53.3891,19.6236,2.67196,7.56988,6.64099,9.8826,7.41936,7.7305,9.7475,9.3446,17.8184,20.1899,0.933819,3.36455,6.7111,12.346,15.461,4.62122,5.9182,12.1508,10.1941,3.44858,3.1149,0.656978,2.5089,3.29241,3.398
1500,2014-02-09,00:00:00.00,0,1.44036,1.20617,1.61812,2.30494,18.1219,52.7,0.424124,1.32,0.450906,0.627,2.36741,6.43,0.73585,1.19,1.24584,3.85002,6.66,0.173896,0.354,4.25672,3.62,2.50637,0.610374,1.07468,0.554,0.224138,0.109,0.620673,0.4304,0.492492,0.6683,0.66639,2.16472,8.1269,1.16649,0.619889,0.896902,1.9935,2.75752,10.1091,11.6711,7.8438,0.384909,0.5324,190.997,122.329,16.6388,11.525,47.3959,16.5654,2.01798,6.01326,5.90797,8.3535,6.41589,6.7111,7.96087,7.9287,17.4023,19.2555,0.83924,3.19779,6.2014,12.2726,14.6681,4.4972,5.5784,11.0063,9.9109,3.05115,2.8317,0.660132,2.3588,2.81072,3.398
1501,2014-02-10,00:00:00.00,0,1.44087,1.18739,1.61888,2.1887,16.854,48.7,0.359396,1.25,0.434997,0.615,1.8518,6.3,0.735734,1.09,1.08544,3.17403,6.55,0.153778,0.342,4.03327,3.4,2.32298,0.609865,1.00288,0.54,0.208654,0.101,0.619176,0.3993,0.491421,0.657,0.663856,2.10677,8.3252,1.14284,0.618271,0.88661,2.0275,2.48126,10.0242,10.8619,7.7871,0.323772,0.487,195.136,117.232,13.6426,9.8543,41.3253,13.9885,1.59887,4.97931,5.25183,7.504,5.54353,6.0032,6.39188,7.0792,16.6398,20.3598,0.789356,2.97142,6.1731,12.2189,13.5921,4.32554,5.3802,9.95457,9.6277,2.71662,2.8317,0.660982,2.3418,2.46526,3.398
1502,2014-02-11,00:00:00.00,0,1.44126,1.17347,1.61954,2.10521,15.7209,44.9,0.31042,1.19,0.443229,0.605,1.4877,6.19,0.735584,1.03,1.00364,2.5962,6.45,0.142857,0.33,3.79242,3.19,2.20757,0.60935,0.961155,0.529,0.19881,0.094,0.617949,0.3908,0.490522,0.64,0.661778,2.08533,8.3252,1.13141,0.617427,0.88154,2.0275,2.28261,9.9675,10.0578,7.7305,0.294205,0.4531,191.273,111.002,11.4298,8.4384,35.9687,11.9497,1.34463,4.29028,4.73608,6.8244,4.81221,5.4652,5.31634,6.5129,15.7064,19.9067,0.76655,2.85302,5.5784,12.1441,11.4683,4.13322,4.8705,9.01839,9.3446,2.42949,2.7184,0.661721,2.3276,2.21508,3.1149
1503,2014-02-12,00:00:00.00,0,1.44153,1.16308,1.62008,2.04706,14.7195,41.2,0.273362,1.15,0.4388,0.595,1.23408,6.09,0.735402,0.98,0.953579,2.20289,6.37,0.136925,0.318,3.55227,3.02,2.13583,0.60883,0.936789,0.525,0.191027,0.089,0.616915,0.3738,0.489732,0.6343,0.660069,2.06737,8.0137,1.12445,0.616936,0.879035,1.9057,2.12928,9.741,9.29886,7.6739,0.279854,0.4304,182.839,104.489,9.78562,7.2491,31.4183,10.4489,1.20569,3.71882,4.33529,6.2014,4.21497,4.9554,4.57943,5.9465,14.741,19.3404,0.753896,2.74477,5.4085,12.0264,10.0808,3.94031,4.1059,8.20388,9.0614,2.16836,2.6051,0.662411,2.0841,2.0151,3.1149
1504,2014-02-13,00:00:00.00,0,1.4417,1.15524,1.62051,2.00741,13.7484,37.8,0.24532,1.14,0.440977,0.586,1.06523,5.99,0.735187,0.929,0.922739,1.88207,6.29,0.133699,0.308,3.31309,2.91,2.09253,0.608304,0.92243,0.523,0.184865,0.085,0.61602,0.3653,0.48901,0.6088,0.658651,2.06032,7.7022,1.11919,0.616615,0.877742,1.9057,2.0082,9.8543,8.60797,7.6172,0.272837,0.4191,173.428,96.2773,8.38392,6.5978,27.6554,9.118,1.14609,3.25519,4.02305,5.6917,3.7529,4.5873,4.03416,5.6634,13.8237,18.236,0.743542,2.68601,4.8139,11.8553,8.7782,3.73056,3.8794,7.48988,8.4951,1.94856,2.4919,0.663055,1.6565,1.86,2.8317
1505,2014-02-14,00:00:00.00,0,1.44175,1.14925,1.62082,1.9808,12.8504,34.8,0.224099,1.18,0.439674,0.578,0.937556,5.89,0.734942,0.88,0.903548,1.63077,6.21,0.13194,0.301,3.0927,2.9,2.06648,0.607771,0.913843,0.518,0.179982,0.081,0.615225,0.3596,0.488338,0.6088,0.657458,2.05282,8.0703,1.11514,0.616382,0.877018,2.1209,1.91399,9.8543,7.98141,7.5606,0.269354,0.4049,164.385,86.6496,7.27663,5.9465,24.6415,8.0986,1.12103,2.85532,3.77502,5.097,3.40441,4.2475,3.6572,5.5218,12.9573,18.2077,0.735165,2.63561,4.8988,11.6268,8.4384,3.51191,3.6529,6.88082,8.4951,1.78416,2.3786,0.663654,1.7302,1.76061,2.8317
1506,2014-02-15,00:00:00.00,0,1.44169,1.14461,1.62102,1.96315,12.2179,32.1,0.208038,1.25,0.440171,0.571,0.832025,5.8,0.734666,0.832,0.891414,1.4525,6.14,0.130976,0.295,2.91499,2.89,2.04955,0.607232,0.908581,0.514,0.176108,0.079,0.614502,0.3455,0.487715,0.6088,0.656444,2.04836,8.3818,1.11199,0.616198,0.876566,2.254,1.84228,9.5428,7.26193,7.504,0.267576,0.3936,155.799,74.4733,6.51196,5.4935,22.3299,7.6455,1.1095,2.52377,3.57628,4.5873,3.12578,3.8794,3.42562,5.5218,12.0094,21.5774,0.728467,2.60813,5.6634,11.3384,7.957,3.32431,3.5113,6.33444,8.4951,1.66159,2.2653,0.664208,1.8123,1.69729,2.7212
1507,2014-02-16,00:00:00.00,0,1.44153,1.14093,1.62111,1.95156,11.8085,29.5,0.195881,1.31,0.439705,0.565,0.747402,5.71,0.734359,0.776,0.883554,1.33235,6.07,0.130444,0.289,2.774,2.88,2.03763,0.606686,0.905234,0.511,0.173052,0.077,0.613832,0.3455,0.487143,0.6088,0.655586,2.04413,8.0986,1.10953,0.616041,0.87625,2.2937,1.78901,9.5711,6.47381,7.4473,0.266619,0.3879,147.724,66.2614,5.95522,5.0121,20.4991,6.8244,1.10379,2.28851,3.42046,4.3608,2.89971,3.5679,3.25984,5.3802,10.9193,19.5669,0.723197,2.5861,5.182,10.981,7.5606,3.17404,3.398,5.815,7.9287,1.57043,2.1521,0.664717,1.8321,1.65732,2.7212
1508,2014-02-17,00:00:00.00,0,1.44125,1.13796,1.62109,1.94401,11.5023,26.8,0.186678,1.38,0.439722,0.559,0.681501,5.62,0.734023,0.717,0.878281,1.2534,6,0.130146,0.285,2.66131,2.88,2.02899,0.606134,0.902989,0.51,0.170638,0.076,0.613199,0.3455,0.486611,0.6315,0.654864,2.04104,7.9287,1.10756,0.615901,0.876002,2.1776,1.75026,9.4861,5.81405,7.3907,0.266058,0.3766,140.131,62.2971,5.42738,4.5024,18.8443,6.4279,1.10079,2.12413,3.30392,4.021,2.72025,3.2564,3.14705,5.097,9.68648,17.9529,0.719113,2.57474,4.8139,10.5476,6.9093,3.05586,3.3131,5.39858,7.9287,1.50278,2.0388,0.665184,1.7245,1.63244,2.6051
1509,2014-02-18,00:00:00.00,0,1.44087,1.1355,1.62096,1.9391,11.2533,24.2,0.17971,1.41,0.439466,0.553,0.631328,5.55,0.733659,0.676,0.874572,1.204,5.92,0.129975,0.283,2.57314,2.88,2.02246,0.605574,0.901375,0.509,0.168716,0.076,0.612593,0.3455,0.486106,0.657,0.654258,2.03828,7.6739,1.10597,0.615771,0.875791,2.1577,1.72245,9.7976,5.28675,7.3341,0.265688,0.3794,133.304,58.0495,4.92691,4.1343,17.4224,5.6067,1.0991,2.00966,3.21721,3.6246,2.57997,2.9733,3.07091,4.8139,8.45459,17.783,0.716,2.56656,5.3802,10.0225,6.5978,2.96416,3.2564,5.12698,7.0792,1.45267,1.9822,0.665607,1.5404,1.6173,2.4352
1510,2014-02-19,00:00:00.00,0.0428927,1.44039,1.13341,1.62072,1.93591,11.0563,24.4,0.174431,1.44,0.439334,0.547,0.593481,5.72,0.733267,0.647,0.871805,1.17321,5.77,0.129872,0.282,2.50426,2.88,2.01733,0.605007,0.900121,0.509,0.167184,0.076,0.612008,0.354,0.48562,0.6881,0.653741,2.036,8.042,1.10468,0.615647,0.8756,2.3446,1.70253,9.7127,4.88883,8.0137,0.26541,0.4389,127.131,56.9169,4.47989,3.8511,16.2839,5.4935,1.26029,2.10203,3.15163,3.5113,2.47155,2.7977,3.02354,5.3802,7.67927,19.0289,0.713689,2.56334,5.0121,9.32669,7.7022,2.89374,3.0299,4.96391,6.796,1.41775,1.9255,0.66599,1.6084,1.60843,2.2653
1511,2014-02-20,00:00:00.00,3.57074,1.43981,1.13159,1.62037,1.93382,11.0264,25.6,0.492703,1.5,0.489422,0.542,2.36057,5.99,0.756895,0.651,0.931687,1.4693,5.64,1.32029,0.302,3.77983,2.95,2.06905,0.604432,0.899072,0.509,0.205666,0.078,0.611437,0.3596,0.485148,0.7334,0.653292,2.04312,8.9198,1.10898,0.615527,0.902894,2.4409,2.21494,9.9958,5.52094,9.7693,0.768776,0.8382,125.438,57.2,9.3033,3.7095,25.2753,11.5533,6.23923,11.525,24.0785,5.2953,15.2859,2.6278,26.2581,6.5129,14.7057,24.0976,3.91503,7.88327,5.182,11.3398,7.419,4.23657,3.1432,5.49597,7.0792,4.4695,2.1521,3.90001,1.7103,3.99439,3.1149
